Sentence,Category,Spacy
" Born in Longbenton, Northumberland, England, in 1934, Abbott moved to Wellington, New Zealand, where he was a cricket umpire for over 50 years.",H1,"[[110, 117, 'H1'], [118, 124, 'H1']]"
" He stood in one match at the 1982 Women's Cricket World Cup between India and the International XI, and one first-class match between Wellington and Canterbury in the 1977–78 season.",None,[]
 Abbott died of cancer in Lower Hutt on 5 March 2016.,None,[]
" Mo Abbaro (17 October 1933 – 12 March 2016), also known professionally as Mo Abdalla or Mohammed Abdalla, was a London-based Sudanese ceramicist and potter, who has been described by artist Oliver Bloom as ""one of the world's finest ceramicists"".",H0,"[[0, 2, 'H0'], [3, 9, 'H0'], [14, 21, 'H1'], [22, 26, 'H1'], [27, 28, 'H1'], [74, 76, 'H0'], [77, 84, 'H0'], [88, 96, 'H0'], [97, 105, 'H0'], [125, 133, 'H1'], [134, 144, 'H1'], [145, 148, 'H1'], [149, 156, 'H1'], [190, 196, 'H0'], [197, 202, 'H0']]"
" Mohammed Ahmed Abdalla Abbaro was born in Abu Jibayha, Sudan.",H0,"[[0, 8, 'H0'], [9, 14, 'H0'], [15, 22, 'H0'], [23, 29, 'H0']]"
" He graduated in Fine and Applied Arts from Khartoum Technical Institute in 1958, the following year winning a scholarship to London to study ceramics at the Central School of Arts and Crafts.",H1,"[[43, 51, 'H1'], [52, 61, 'H1'], [62, 71, 'H1'], [157, 164, 'H1'], [165, 171, 'H1'], [172, 174, 'H1'], [175, 179, 'H1'], [180, 183, 'H1'], [184, 191, 'H1']]"
" He did postgraduate studies in industrial pottery design at the North Staffordshire College of Ceramics, after which he had a period of training in chemical analyses of ceramics materials at the North Staffs College of Ceramics Technology.",H1,"[[64, 69, 'H1'], [70, 83, 'H1'], [84, 91, 'H1'], [92, 94, 'H1'], [95, 104, 'H1'], [195, 200, 'H1'], [201, 207, 'H1'], [208, 215, 'H1'], [216, 218, 'H1'], [219, 227, 'H1'], [228, 239, 'H1']]"
" He went back to Sudan to teach ceramics for some years, but decided to return to England in 1966 to pursue his career in Britain.",None,[]
" He taught ceramics at the Camden Arts Centre for more than two decades, and had many exhibitions in London — including at the Barbican Centre, the Whitechapel Gallery, the Mall Galleries, and the Iraqi Cultural Centre — and elsewhere in the UK, as well as in the US and Sweden.",H1,"[[26, 32, 'H1'], [33, 37, 'H1'], [38, 44, 'H1']]"
" His studio and showroom were in King Henry’s Road, close to Primrose Hill.",None,[]
" He turned to writing in later life, publishing works on ceramic technique, such as Modern Ceramics — On the Interplay of Forms and Surfaces (2000), as well as on his own family history, including The History of the Abbaros of Sudan since the 15th Century (1997).",None,[]
" His ceramics are in the collections of London's British Museum, the Institut du Monde Arabe in Paris, and the Smithsonian Museum, Washington.",None,[]
" He was married since 1964 to Rose, daughter of composer Elisabeth Lutyens and granddaughter of Sir Edwin Lutyens.",H0,"[[29, 34, 'H0'], [56, 65, 'H0'], [66, 73, 'H0'], [95, 98, 'H0'], [99, 104, 'H0'], [105, 113, 'H0']]"
" Abbaro died aged 80 in March 2016, survived by his wife and their son and two daughters.",H0,"[[0, 6, 'H0']]"
" Oliver Bloom, ""The ceramicist"", YouTube video, 18 October 2012.",H0,"[[0, 6, 'H0'], [7, 13, 'H0']]"
" Kate Victoria Teiba Abbam, born Ewura Ekua Badoe (1934-2016) was a Ghanaian journalist, editor and consultant on women and development.",H0,"[[0, 4, 'H0'], [5, 13, 'H0'], [14, 19, 'H0'], [20, 26, 'H0'], [32, 37, 'H0'], [38, 42, 'H0'], [43, 48, 'H0'], [67, 75, 'H1']]"
" Abbam founded Ghana's first women's magazine, Obaa Sima (The Ideal Woman), in 1971.",H0,"[[0, 5, 'H0']]"
" Awura Ekuwa Badoe was born on October 24, 1934 in Cape Coast.",H0,"[[0, 5, 'H0'], [6, 11, 'H0'], [12, 17, 'H0'], [30, 37, 'H1'], [38, 41, 'H1'], [42, 46, 'H1']]"
" She was given a Christian education, and renamed Kate Victoria, at Saint Monica’s Convent, Cape Coast, Mmofraturo School in Kumasi, the A.",H0,"[[49, 53, 'H0'], [54, 63, 'H0'], [67, 72, 'H1'], [73, 81, 'H1'], [82, 90, 'H1'], [136, 138, 'H1']]"
 M.,H1,"[[0, 2, 'H1']]"
 E.,H1,"[[0, 2, 'H1']]"
 Zion School in Cape Coast and Wesley Girls’ High School in Cape Coast.,H1,"[[0, 4, 'H1'], [5, 11, 'H1'], [30, 36, 'H1'], [37, 43, 'H1'], [44, 48, 'H1'], [49, 55, 'H1']]"
 She won a Ghana government scholarship to read for a degree in Home Science at Queen Elizabeth College in London.,H1,"[[79, 84, 'H1'], [85, 94, 'H1'], [95, 102, 'H1']]"
" She then studied General Science at University of Ghana, Legon.",H1,"[[36, 46, 'H1'], [47, 49, 'H1'], [50, 56, 'H1']]"
 She married Emmanuel Atta Abbam in 1964.,H0,"[[12, 20, 'H0'], [21, 25, 'H0'], [26, 31, 'H0']]"
" From 1964 to 1969 she worked at the Food Research Institute, analysing food and food products.",H1,"[[36, 40, 'H1'], [41, 49, 'H1'], [50, 60, 'H1']]"
 Kate Abbam founded Obaa Sima as a monthly magazine in 1971.,H0,"[[0, 4, 'H0'], [5, 10, 'H0'], [19, 23, 'H1'], [24, 28, 'H1']]"
" The name, she later explained in an interview, referred to ""a woman who is industrious and helps her community.",None,[]
 .,None,[]
 .,None,[]
" women are called ' obaa sima ' when they have made it through their own efforts – it is the embodiment of the traditional woman"".",None,[]
" Abbam was owner, editor and principal contributor to the magazine.",H0,"[[0, 5, 'H0']]"
" Her novelette Beloved Twin, for example, was serialized there in 1971-2.",None,[]
" In July 1972, Abbam's husband died, leaving her with small children.",H0,"[[14, 21, 'H0']]"
" She wrote about her treatment as a widow, summarily dispossessed by her husband's family, in Obaa Sima.",None,[]
" In 1975 she was awarded a United Nations fellowship to attend the World Conference on Women in Mexico City, reviewing the place of Ghanaian women in the mass media.",None,[]
" In 1993 she was enstooled Queenmother of the Anona Clan in the Ekumfi Eyisam in the Central Region, making her Nana Assanwa Ewudziwa Gyampaafor II.",H0,"[[45, 50, 'H0'], [51, 55, 'H0']]"
 She died in May 2016.,None,[]
 Her niece is the writer Adwoa Badoe.,H0,"[[24, 29, 'H0'], [30, 36, 'H0']]"
" Sweet Deceit (as Awura-Ekuwa Badoe) Beloved Twin, Scorpio Books Ghana, 1973 (as Ekuwa Teima Badoe) I Shall Return: romance from the woods.",H0,"[[17, 28, 'H0'], [29, 35, 'H0'], [80, 85, 'H0'], [86, 91, 'H0'], [92, 98, 'H0']]"
 Arthur Johannes Aasland (22 April 1934 – 17 February 2016) was a Norwegian businessperson.,H0,"[[0, 6, 'H0'], [7, 15, 'H0'], [16, 23, 'H0'], [28, 33, 'H1'], [34, 38, 'H1'], [39, 40, 'H1'], [41, 43, 'H1'], [44, 52, 'H1'], [53, 58, 'H1'], [65, 74, 'H1']]"
" He grew up in Luksefjell, and took his education at the Norwegian Military Academy.",H1,"[[14, 25, 'H1'], [56, 65, 'H1'], [66, 74, 'H1'], [75, 83, 'H1']]"
" After serving in the armed forces, and reaching the rank of major, he was hired in the company Ing.",H1,"[[60, 66, 'H1'], [95, 99, 'H1']]"
 F.,H1,"[[0, 2, 'H1']]"
 Selmer in 1963.,H1,"[[0, 6, 'H1']]"
" He became director of personnel here in 1967, before working as chief executive of Kongsberg Våpenfabrikk from 1975 to 1978 and Løvenskiold Vækerø from 1979 to 1985.",H1,"[[10, 18, 'H1'], [22, 31, 'H1'], [64, 69, 'H1'], [70, 79, 'H1'], [83, 92, 'H1'], [93, 105, 'H1'], [128, 139, 'H1'], [140, 146, 'H1']]"
" He then ran his own consulting firm Aasland Management, and through that served on the board of 40 companies.",H1,"[[36, 43, 'H1'], [44, 55, 'H1']]"
 Anne Aasheim (22 April 1962 – 30 March 2016) was a Norwegian editor.,H0,"[[0, 4, 'H0'], [5, 12, 'H0'], [17, 22, 'H1'], [23, 27, 'H1'], [28, 29, 'H1'], [30, 32, 'H1'], [33, 38, 'H1'], [39, 44, 'H1']]"
 She was born in Porsgrunn and started her journalist career in the neighboring city's largest newspaper Varden in the late 1970s.,H1,"[[16, 25, 'H1']]"
 She worked in Dagen and Bergens Arbeiderblad before being hired in NRK Hordaland in 1988.,H1,"[[14, 19, 'H1'], [24, 31, 'H1'], [32, 44, 'H1'], [67, 70, 'H1'], [71, 80, 'H1']]"
 She served as acting director of NRK P3 in Trondheim and NRK P2 in Oslo before being appointed as director of the local news post Østlandssendingen in 1997.,H1,"[[14, 20, 'H1'], [21, 29, 'H1'], [33, 36, 'H1'], [37, 39, 'H1'], [43, 52, 'H1'], [57, 60, 'H1'], [61, 63, 'H1'], [67, 71, 'H1'], [98, 106, 'H1'], [148, 150, 'H1']]"
" In 1999 she served as acting director of culture in the news corporation, before serving as director of national and district news from 2001 to 2005.",H1,"[[22, 28, 'H1'], [29, 37, 'H1'], [92, 100, 'H1'], [101, 103, 'H1'], [104, 112, 'H1'], [117, 125, 'H1'], [126, 130, 'H1']]"
" After a period as editor-in-chief of Dagbladet from 2006 to 2010, she resigned and became the new managing director of the Arts Council Norway in 2011.",H1,"[[18, 33, 'H1'], [37, 46, 'H1'], [98, 106, 'H1'], [107, 115, 'H1'], [123, 127, 'H1'], [128, 135, 'H1'], [136, 142, 'H1']]"
" She was married to researcher Mette Tollefsrud, resided in Ila, Oslo.",H0,"[[30, 35, 'H0'], [36, 47, 'H0']]"
 Aasheim died of lung cancer in Oslo in 2016.,H0,"[[0, 7, 'H0'], [16, 20, 'H1'], [21, 27, 'H1'], [39, 44, 'H1']]"
" Jan Aas (14 January 1944 – 30 May 2016) was a Norwegian footballer who played as a left-winger for Fredrikstad FK and Sarpsborg FK, and was also capped three times for Norway.",H0,"[[0, 3, 'H0'], [4, 7, 'H0'], [12, 19, 'H0'], [20, 24, 'H1'], [25, 26, 'H1'], [27, 29, 'H1'], [30, 33, 'H1'], [34, 39, 'H1'], [46, 55, 'H1'], [56, 66, 'H1'], [83, 94, 'H1'], [99, 110, 'H1'], [111, 113, 'H1'], [118, 127, 'H1'], [128, 131, 'H1'], [168, 175, 'H1']]"
" Aas made his first-team debut for Fredrikstad as a 17-year-old in 1961, and played six matches in FFK's title-winning 1960–61 season, and also won the Norwegian Cup the same year.",H0,"[[0, 3, 'H0'], [34, 45, 'H1'], [98, 103, 'H1'], [151, 160, 'H1'], [161, 164, 'H1']]"
 He made his international debut for Norway in a friendly against Finland on 26 August 1962.,H1,"[[36, 42, 'H1']]"
" He left Fredrikstad in 1969 and played briefly for Swedish team Bengtsfors IF, before returning to Norwegian football when he joined Sarpsborg in 1971.",H1,"[[8, 19, 'H1'], [64, 74, 'H1'], [75, 78, 'H1'], [133, 142, 'H1']]"
" At Sarpsborg, Aas won two more international caps.",H0,"[[3, 13, 'H1'], [14, 17, 'H0']]"
" After three seasons with Sarpsborg, Aas returned to Fredrikstad ahead of the 1974 season, and helped FFK return to the top flight after the club's first-ever relegation the year before.",H0,"[[25, 35, 'H1'], [36, 39, 'H0'], [52, 63, 'H1'], [101, 104, 'H1']]"
 He played for Fredrikstad until his retirement from the game in 1978.,H1,"[[14, 25, 'H1']]"
" He returned to FFK as coach in 1984, but was sacked midway through the season following a string of poor results.",H1,"[[15, 18, 'H1']]"
" Aas died on 30 May 2016, aged 72.",H0,"[[0, 3, 'H0'], [12, 14, 'H1'], [15, 18, 'H1'], [19, 24, 'H1'], [30, 33, 'H1']]"
 Sandy Aaron (22 June 1928 – 26 April 2016) was an Indian cricketer who played for Travancore-Cochin and Kerala in first-class cricket in 1957.,H0,"[[0, 5, 'H0'], [6, 11, 'H0'], [16, 20, 'H1'], [21, 25, 'H1'], [26, 27, 'H1'], [28, 30, 'H1'], [31, 36, 'H1'], [37, 42, 'H1'], [50, 56, 'H1'], [57, 66, 'H1'], [82, 99, 'H1'], [104, 110, 'H1']]"
 On his first-class debut for Travancore-Cochin he took 5 for 77 and 1 for 40 and top-scored in each innings with 29 not out (batting at number ten) and 40 (batting at number nine).,H1,"[[29, 46, 'H1']]"
" Daniel Aaron (August 4, 1912 – April 30, 2016) was an American writer and academic who helped found the Library of America.",H0,"[[0, 6, 'H0'], [7, 12, 'H0'], [21, 23, 'H1'], [24, 28, 'H1'], [29, 30, 'H1'], [31, 36, 'H1'], [37, 40, 'H1'], [41, 46, 'H1'], [54, 62, 'H1'], [63, 69, 'H1'], [74, 82, 'H1'], [104, 111, 'H1'], [112, 114, 'H1'], [115, 123, 'H1']]"
" Daniel Baruch Aaron, the son of Jewish immigrants from Russia, was born in 1912.",H0,"[[0, 6, 'H0'], [7, 13, 'H0'], [14, 20, 'H0'], [75, 80, 'H1']]"
" Aaron received a BA from the University of Michigan, and later went on to do graduate studies at Harvard University.",H0,"[[0, 5, 'H0'], [29, 39, 'H1'], [40, 42, 'H1'], [43, 52, 'H1'], [97, 104, 'H1'], [105, 116, 'H1']]"
" In 1937, Aaron became the first to graduate with a degree in ""American Civilization"" from Harvard University.",H1,"[[90, 97, 'H1'], [98, 109, 'H1']]"
" Aaron published his first scholarly paper in 1935, ""Melville and the Missionaries.",None,[]
" "" He wrote studies on the American Renaissance, the Civil War, and American progressive writers.",None,[]
" His last work was an autobiography, The Americanist (2007).",None,[]
 He edited the diaries of American poet Arthur Crew Inman (1895–1963): some 17 million words from 1919 to 1963.,H1,"[[25, 33, 'H1'], [34, 38, 'H1']]"
 He wrote a number of articles for the New York Review of Books.,None,[]
 Aaron taught at Smith College for three decades and at Harvard (1971-1983).,H1,"[[16, 21, 'H1'], [22, 29, 'H1'], [55, 62, 'H1']]"
 He was the Victor S.,H0,"[[11, 17, 'H0'], [18, 20, 'H0']]"
 Thomas Professor of English and American Literature Emeritus at Harvard.,H0,"[[0, 6, 'H0'], [64, 72, 'H1']]"
" His son, Jonathan Aaron, is an accomplished poet who holds a doctorate from Yale University and teaches writing at Emerson College in Boston, MA.",H0,"[[9, 17, 'H0'], [18, 24, 'H0'], [76, 80, 'H1'], [81, 91, 'H1'], [115, 122, 'H1'], [123, 130, 'H1']]"
" In 1979, he helped found the Library of America, where he served as president to 1985 and board member and remained an emeritus board member.",H1,"[[29, 36, 'H1'], [37, 39, 'H1'], [40, 48, 'H1'], [90, 95, 'H1'], [96, 102, 'H1']]"
 Aaron was elected a Fellow of the American Academy of Arts and Sciences in 1973 and a member of the American Academy of Arts and Letters in 1977.,H0,"[[0, 5, 'H0']]"
 He was awarded an honorary Doctor of Letters degree by Harvard University in 2007.,H1,"[[55, 62, 'H1'], [63, 73, 'H1']]"
" In 2010, he was a National Humanities Medalist, whose citation reads: Daniel Aaron: Literary scholar for his contributions to American literature and culture.",H0,"[[70, 76, 'H0'], [77, 83, 'H0']]"
" As the founding president of the Library of America, he helped preserve our nation’s heritage by publishing America’s most significant writing in authoritative editions.",H1,"[[33, 40, 'H1'], [41, 43, 'H1'], [44, 52, 'H1']]"
 Commonplace Book-1934-2012 (Pressed Wafer 2015) Scrap Book (Pressed Wafer 2014) The Americanist (2007).,None,[]
 American Notes: Selected Essays (1994).,None,[]
" Cincinnati, Queen City of the West: 1819-1838 (1992) The Unwritten War: American Writers and the Civil War (1973) America in Crisis: Fourteen Crucial Episodes in American History (1971) Writers on the Left: Episodes in American Literary Communism (1961, 1974 and 1992) Men of Good Hope (1951) Arthur Crew Inman, From a Darkened Room: The Inman Diary, ed.",None,[]
" Daniel Aaron (Cambridge, MA: Harvard University Press, 1996) Arthur Crew Inman, The Inman Diary: A Public and Private Confession (Cambridge, MA: Harvard University Press, 1985) Paul Elmer More, Shelburne Essays on American Literature, ed.",H0,"[[0, 6, 'H0'], [7, 12, 'H0']]"
" Daniel Aaron (New York: Harcourt, Brace & World, 1963) List of members of the American Academy of Arts and Letters Department of Literature University of Michigan Press NEH National Medals ""What We Learned from Grandpa's FBI File,"" Note to Self, 31 May 2017 (radio show episode about Aaron's FBI file, including audio recording of interview with Aaron).",H0,"[[0, 6, 'H0'], [7, 12, 'H0'], [284, 291, 'H0'], [346, 353, 'H0']]"
 Jakob Aano (10 April 1920 – 10 February 2016) was a Norwegian politician for the Christian Democratic Party.,H0,"[[0, 5, 'H0'], [6, 10, 'H0'], [15, 20, 'H1'], [21, 25, 'H1'], [26, 27, 'H1'], [28, 30, 'H1'], [31, 39, 'H1'], [40, 45, 'H1'], [52, 61, 'H1'], [62, 72, 'H1'], [81, 90, 'H1'], [91, 101, 'H1'], [102, 108, 'H1']]"
 He was born in Sauda.,None,[]
" He was elected to the Norwegian Parliament from Rogaland in 1965, and was re-elected on four occasions.",None,[]
" He was never involved in local politics, but was the first vice leader of the national party from 1983 to 1985.",H1,"[[53, 58, 'H1'], [59, 63, 'H1'], [64, 70, 'H1'], [71, 73, 'H1'], [74, 77, 'H1'], [78, 86, 'H1'], [87, 92, 'H1']]"
 He graduated with the cand.,None,[]
 philol.,None,[]
 degree in 1948.,None,[]
" He wrote for Vårt Land from 1945 to 1959, and was a reporter for the Norwegian Broadcasting Corporation from 1959 to 1963 meanwhile he was working as a school rector in Tanzania.",H1,"[[52, 60, 'H1'], [69, 78, 'H1'], [79, 91, 'H1'], [92, 103, 'H1']]"
 He was later hired by the Norwegian Agency for Development Cooperation.,H1,"[[26, 35, 'H1'], [36, 42, 'H1']]"
" He was a member of the council of the Norwegian branch of the Helsinki Committee for Human Rights from 1983 to 1990, a member of the Arts Council Norway from 1989 to 1992, and a deputy member of the Norwegian Nobel Committee from 1991 to 1999.",H1,"[[62, 70, 'H1'], [71, 80, 'H1'], [81, 84, 'H1'], [85, 90, 'H1'], [91, 97, 'H1'], [133, 137, 'H1'], [138, 145, 'H1'], [146, 152, 'H1'], [199, 208, 'H1'], [209, 214, 'H1'], [215, 224, 'H1']]"
" ""Jakob Aano"" (in Norwegian).",H0,"[[7, 12, 'H0'], [13, 16, 'H0']]"
 Storting.,None,[]
 Kanthaiya Kunarasa or Senkaialiyan (In Tamil : செங்கை ஆழியான்) was a Sri Lankan Tamil writer who emerged after the 1960s.,H0,"[[0, 9, 'H0'], [10, 18, 'H0'], [22, 34, 'H0'], [69, 72, 'H1'], [73, 79, 'H1'], [80, 85, 'H1'], [86, 92, 'H1']]"
